key,value,timestamp,sentence
Neutral,0.3515,"00:03:28,292 --> 00:03:30,627","CONTROL: Hubble telescope engaged."
Positive,0.1623,"00:03:28,292 --> 00:03:30,627","CONTROL: Hubble telescope engaged."
Very Positive,0.0393,"00:03:28,292 --> 00:03:30,627","CONTROL: Hubble telescope engaged."
Very Negative,0.0463,"00:03:28,292 --> 00:03:30,627","Upgrade fully functional."
Negative,0.2203,"00:03:28,292 --> 00:03:30,627","Upgrade fully functional."
Neutral,0.3420,"00:03:28,292 --> 00:03:30,627","Upgrade fully functional."
Positive,0.3268,"00:03:28,292 --> 00:03:30,627","Upgrade fully functional."
Very Positive,0.0645,"00:03:28,292 --> 00:03:30,627","Upgrade fully functional."
Very Negative,0.0769,"00:03:30,878 --> 00:03:32,003","[APPLAUSE OVER RADIO]"
Negative,0.4572,"00:03:30,878 --> 00:03:32,003","[APPLAUSE OVER RADIO]"
Neutral,0.3314,"00:03:30,878 --> 00:03:32,003","[APPLAUSE OVER RADIO]"
Positive,0.1047,"00:03:30,878 --> 00:03:32,003","[APPLAUSE OVER RADIO]"
Very Positive,0.0298,"00:03:30,878 --> 00:03:32,003","[APPLAUSE OVER RADIO]"
Very Negative,0.0751,"00:03:32,254 --> 00:03:34,214","That applause you hear is for you, Shariff."
Negative,0.3811,"00:03:32,254 --> 00:03:34,214","That applause you hear is for you, Shariff."
Neutral,0.2813,"00:03:32,254 --> 00:03:34,214","That applause you hear is for you, Shariff."
Positive,0.2116,"00:03:32,254 --> 00:03:34,214","That applause you hear is for you, Shariff."
Very Positive,0.0508,"00:03:32,254 --> 00:03:34,214","That applause you hear is for you, Shariff."
Very Negative,0.0241,"00:03:34,465 --> 00:03:37,050","Congratulations."
Negative,0.1214,"00:03:34,465 --> 00:03:37,050","Congratulations."
Neutral,0.5845,"00:03:34,465 --> 00:03:37,050","Congratulations."
Positive,0.2342,"00:03:34,465 --> 00:03:37,050","Congratulations."
Very Positive,0.0358,"00:03:34,465 --> 00:03:37,050","Congratulations."
Very Negative,0.1844,"00:03:34,465 --> 00:03:37,050","Kick back, take the rest of the day off."
Negative,0.5368,"00:03:34,465 --> 00:03:37,050","Kick back, take the rest of the day off."
Neutral,0.1326,"00:03:34,465 --> 00:03:37,050","Kick back, take the rest of the day off."
Positive,0.0889,"00:03:34,465 --> 00:03:37,050","Kick back, take the rest of the day off."
Very Positive,0.0573,"00:03:34,465 --> 00:03:37,050","Kick back, take the rest of the day off."
Very Negative,0.0630,"00:03:37,301 --> 00:03:40,053","[SHARIFF LAUGHING]"
Negative,0.3897,"00:03:37,301 --> 00:03:40,053","[SHARIFF LAUGHING]"
Neutral,0.3993,"00:03:37,301 --> 00:03:40,053","[SHARIFF LAUGHING]"
Positive,0.1186,"00:03:37,301 --> 00:03:40,053","[SHARIFF LAUGHING]"
Very Positive,0.0294,"00:03:37,301 --> 00:03:40,053","[SHARIFF LAUGHING]"
Very Negative,0.0877,"00:03:40,304 --> 00:03:42,097","[SHARIFF SINGING IN HINDI]"
Negative,0.5015,"00:03:40,304 --> 00:03:42,097","[SHARIFF SINGING IN HINDI]"
Neutral,0.2913,"00:03:40,304 --> 00:03:42,097","[SHARIFF SINGING IN HINDI]"
Positive,0.0907,"00:03:40,304 --> 00:03:42,097","[SHARIFF SINGING IN HINDI]"
Very Positive,0.0289,"00:03:40,304 --> 00:03:42,097","[SHARIFF SINGING IN HINDI]"
Very Negative,0.0859,"00:03:42,348 --> 00:03:43,848","CONTROL: Matt, do you have a visual..."
Negative,0.3329,"00:03:42,348 --> 00:03:43,848","CONTROL: Matt, do you have a visual..."
Neutral,0.2260,"00:03:42,348 --> 00:03:43,848","CONTROL: Matt, do you have a visual..."
Positive,0.2643,"00:03:42,348 --> 00:03:43,848","CONTROL: Matt, do you have a visual..."
Very Positive,0.0909,"00:03:42,348 --> 00:03:43,848","CONTROL: Matt, do you have a visual..."
Very Negative,0.0446,"00:03:44,100 --> 00:03:47,268","...on just what Mission Specialist Shariff is doing up there?"
Negative,0.4096,"00:03:44,100 --> 00:03:47,268","...on just what Mission Specialist Shariff is doing up there?"
Neutral,0.5262,"00:03:44,100 --> 00:03:47,268","...on just what Mission Specialist Shariff is doing up there?"
Positive,0.0156,"00:03:44,100 --> 00:03:47,268","...on just what Mission Specialist Shariff is doing up there?"
Very Positive,0.0040,"00:03:44,100 --> 00:03:47,268","...on just what Mission Specialist Shariff is doing up there?"
Very Negative,0.0461,"00:03:47,520 --> 00:03:50,522","He appears to be doing some form of the Macarena."
Negative,0.4382,"00:03:47,520 --> 00:03:50,522","He appears to be doing some form of the Macarena."
Neutral,0.3730,"00:03:47,520 --> 00:03:50,522","He appears to be doing some form of the Macarena."
Positive,0.1274,"00:03:47,520 --> 00:03:50,522","He appears to be doing some form of the Macarena."
Very Positive,0.0153,"00:03:47,520 --> 00:03:50,522","He appears to be doing some form of the Macarena."
Very Negative,0.0725,"00:03:50,773 --> 00:03:54,317","But that would be just a best-guess scenario on my part."
Negative,0.5055,"00:03:50,773 --> 00:03:54,317","But that would be just a best-guess scenario on my part."
Neutral,0.3568,"00:03:50,773 --> 00:03:54,317","But that would be just a best-guess scenario on my part."
Positive,0.0536,"00:03:50,773 --> 00:03:54,317","But that would be just a best-guess scenario on my part."
Very Positive,0.0116,"00:03:50,773 --> 00:03:54,317","But that would be just a best-guess scenario on my part."
Very Negative,0.0536,"00:03:54,568 --> 00:03:56,194","CONTROL: Dr. Stone, Houston."
Negative,0.2930,"00:03:54,568 --> 00:03:56,194","CONTROL: Dr. Stone, Houston."
Neutral,0.4167,"00:03:54,568 --> 00:03:56,194","CONTROL: Dr. Stone, Houston."
Positive,0.1980,"00:03:54,568 --> 00:03:56,194","CONTROL: Dr. Stone, Houston."
Very Positive,0.0387,"00:03:54,568 --> 00:03:56,194","CONTROL: Dr. Stone, Houston."
Very Negative,0.0318,"00:03:56,445 --> 00:03:59,114","Medical now have you with a temperature drop to 35.9..."
Negative,0.1523,"00:03:56,445 --> 00:03:59,114","Medical now have you with a temperature drop to 35.9..."
Neutral,0.3658,"00:03:56,445 --> 00:03:59,114","Medical now have you with a temperature drop to 35.9..."
Positive,0.3851,"00:03:56,445 --> 00:03:59,114","Medical now have you with a temperature drop to 35.9..."
Very Positive,0.0650,"00:03:56,445 --> 00:03:59,114","Medical now have you with a temperature drop to 35.9..."
Very Negative,0.0233,"00:03:59,365 --> 00:04:01,783","...and a heart-rate rise to 70."
Negative,0.1200,"00:03:59,365 --> 00:04:01,783","...and a heart-rate rise to 70."
Neutral,0.5545,"00:03:59,365 --> 00:04:01,783","...and a heart-rate rise to 70."
Positive,0.2700,"00:03:59,365 --> 00:04:01,783","...and a heart-rate rise to 70."
Very Positive,0.0322,"00:03:59,365 --> 00:04:01,783","...and a heart-rate rise to 70."
Very Negative,0.0231,"00:04:02,701 --> 00:04:04,327","How are you feeling?"
Negative,0.1659,"00:04:02,701 --> 00:04:04,327","How are you feeling?"
Neutral,0.6304,"00:04:02,701 --> 00:04:04,327","How are you feeling?"
Positive,0.1630,"00:04:02,701 --> 00:04:04,327","How are you feeling?"
Very Positive,0.0176,"00:04:02,701 --> 00:04:04,327","How are you feeling?"
Very Negative,0.0667,"00:04:04,578 --> 00:04:05,912","STONE: Houston, I'm fine."
Negative,0.1884,"00:04:04,578 --> 00:04:05,912","STONE: Houston, I'm fine."
Neutral,0.1703,"00:04:04,578 --> 00:04:05,912","STONE: Houston, I'm fine."
Positive,0.4118,"00:04:04,578 --> 00:04:05,912","STONE: Houston, I'm fine."
Very Positive,0.1628,"00:04:04,578 --> 00:04:05,912","STONE: Houston, I'm fine."
Very Negative,0.1490,"00:04:06,163 --> 00:04:09,958","It's just keeping your lunch down in zero-G is harder than it looks."
Negative,0.5123,"00:04:06,163 --> 00:04:09,958","It's just keeping your lunch down in zero-G is harder than it looks."
Neutral,0.2653,"00:04:06,163 --> 00:04:09,958","It's just keeping your lunch down in zero-G is harder than it looks."
Positive,0.0542,"00:04:06,163 --> 00:04:09,958","It's just keeping your lunch down in zero-G is harder than it looks."
Very Positive,0.0191,"00:04:06,163 --> 00:04:09,958","It's just keeping your lunch down in zero-G is harder than it looks."
Very Negative,0.1107,"00:04:10,501 --> 00:04:14,170","CONTROL: Dr. Stone, Medical is asking if you want to return to Explorer."
Negative,0.6066,"00:04:10,501 --> 00:04:14,170","CONTROL: Dr. Stone, Medical is asking if you want to return to Explorer."
Neutral,0.2425,"00:04:10,501 --> 00:04:14,170","CONTROL: Dr. Stone, Medical is asking if you want to return to Explorer."
Positive,0.0305,"00:04:10,501 --> 00:04:14,170","CONTROL: Dr. Stone, Medical is asking if you want to return to Explorer."
Very Positive,0.0097,"00:04:10,501 --> 00:04:14,170","CONTROL: Dr. Stone, Medical is asking if you want to return to Explorer."
Very Negative,0.0425,"00:04:14,422 --> 00:04:17,841","STONE: Negative."
Negative,0.2081,"00:04:14,422 --> 00:04:17,841","STONE: Negative."
Neutral,0.4529,"00:04:14,422 --> 00:04:17,841","STONE: Negative."
Positive,0.2493,"00:04:14,422 --> 00:04:17,841","STONE: Negative."
Very Positive,0.0472,"00:04:14,422 --> 00:04:17,841","STONE: Negative."
Very Negative,0.1236,"00:04:14,422 --> 00:04:17,841","We've been here a week, Houston."
Negative,0.7562,"00:04:14,422 --> 00:04:17,841","We've been here a week, Houston."
Neutral,0.1034,"00:04:14,422 --> 00:04:17,841","We've been here a week, Houston."
Positive,0.0115,"00:04:14,422 --> 00:04:17,841","We've been here a week, Houston."
Very Positive,0.0053,"00:04:14,422 --> 00:04:17,841","We've been here a week, Houston."
Very Negative,0.0389,"00:04:14,422 --> 00:04:17,841","Let's just finish this."
Negative,0.1820,"00:04:14,422 --> 00:04:17,841","Let's just finish this."
Neutral,0.2873,"00:04:14,422 --> 00:04:17,841","Let's just finish this."
Positive,0.4213,"00:04:14,422 --> 00:04:17,841","Let's just finish this."
Very Positive,0.0705,"00:04:14,422 --> 00:04:17,841","Let's just finish this."
Very Negative,0.0241,"00:04:14,422 --> 00:04:17,841","Ahem."
Negative,0.1214,"00:04:14,422 --> 00:04:17,841","Ahem."
Neutral,0.5845,"00:04:14,422 --> 00:04:17,841","Ahem."
Positive,0.2342,"00:04:14,422 --> 00:04:17,841","Ahem."
Very Positive,0.0358,"00:04:14,422 --> 00:04:17,841","Ahem."
Very Negative,0.0335,"00:04:18,092 --> 00:04:19,509","Card is up."
Negative,0.1654,"00:04:18,092 --> 00:04:19,509","Card is up."
Neutral,0.4024,"00:04:18,092 --> 00:04:19,509","Card is up."
Positive,0.3399,"00:04:18,092 --> 00:04:19,509","Card is up."
Very Positive,0.0588,"00:04:18,092 --> 00:04:19,509","Card is up."
Very Negative,0.1122,"00:04:20,052 --> 00:04:21,594","CONTROL: No, that's a negative."
Negative,0.5232,"00:04:20,052 --> 00:04:21,594","CONTROL: No, that's a negative."
Neutral,0.3103,"00:04:20,052 --> 00:04:21,594","CONTROL: No, that's a negative."
Positive,0.0388,"00:04:20,052 --> 00:04:21,594","CONTROL: No, that's a negative."
Very Positive,0.0155,"00:04:20,052 --> 00:04:21,594","CONTROL: No, that's a negative."
Very Negative,0.1067,"00:04:21,846 --> 00:04:24,889","I'm afraid we're getting nothing on this end, doctor."
Negative,0.5151,"00:04:21,846 --> 00:04:24,889","I'm afraid we're getting nothing on this end, doctor."
Neutral,0.2679,"00:04:21,846 --> 00:04:24,889","I'm afraid we're getting nothing on this end, doctor."
Positive,0.0869,"00:04:21,846 --> 00:04:24,889","I'm afraid we're getting nothing on this end, doctor."
Very Positive,0.0234,"00:04:21,846 --> 00:04:24,889","I'm afraid we're getting nothing on this end, doctor."
Very Negative,0.0052,"00:04:25,891 --> 00:04:27,392","Try again."
Negative,0.0232,"00:04:25,891 --> 00:04:27,392","Try again."
Neutral,0.4706,"00:04:25,891 --> 00:04:27,392","Try again."
Positive,0.4722,"00:04:25,891 --> 00:04:27,392","Try again."
Very Positive,0.0289,"00:04:25,891 --> 00:04:27,392","Try again."
Very Negative,0.0803,"00:04:27,643 --> 00:04:29,561","CONTROL: No, still nothing."
Negative,0.4700,"00:04:27,643 --> 00:04:29,561","CONTROL: No, still nothing."
Neutral,0.3849,"00:04:27,643 --> 00:04:29,561","CONTROL: No, still nothing."
Positive,0.0490,"00:04:27,643 --> 00:04:29,561","CONTROL: No, still nothing."
Very Positive,0.0158,"00:04:27,643 --> 00:04:29,561","CONTROL: No, still nothing."
Very Negative,0.0528,"00:04:31,564 --> 00:04:33,606","Houston, can you please turn that music off?"
Negative,0.3519,"00:04:31,564 --> 00:04:33,606","Houston, can you please turn that music off?"
Neutral,0.4258,"00:04:31,564 --> 00:04:33,606","Houston, can you please turn that music off?"
Positive,0.1416,"00:04:31,564 --> 00:04:33,606","Houston, can you please turn that music off?"
Very Positive,0.0279,"00:04:31,564 --> 00:04:33,606","Houston, can you please turn that music off?"
Very Negative,0.0425,"00:04:33,858 --> 00:04:35,316","CONTROL: Kowalski."
Negative,0.2081,"00:04:33,858 --> 00:04:35,316","CONTROL: Kowalski."
Neutral,0.4529,"00:04:33,858 --> 00:04:35,316","CONTROL: Kowalski."
Positive,0.2493,"00:04:33,858 --> 00:04:35,316","CONTROL: Kowalski."
Very Positive,0.0472,"00:04:33,858 --> 00:04:35,316","CONTROL: Kowalski."
Very Negative,0.0857,"00:04:35,568 --> 00:04:37,026","KOWALSKI: Not a problem."
Negative,0.4638,"00:04:35,568 --> 00:04:37,026","KOWALSKI: Not a problem."
Neutral,0.3664,"00:04:35,568 --> 00:04:37,026","KOWALSKI: Not a problem."
Positive,0.0640,"00:04:35,568 --> 00:04:37,026","KOWALSKI: Not a problem."
Very Positive,0.0200,"00:04:35,568 --> 00:04:37,026","KOWALSKI: Not a problem."
Very Negative,0.0144,"00:04:37,278 --> 00:04:38,778","Thank you, Kowalski."
Negative,0.0328,"00:04:37,278 --> 00:04:38,778","Thank you, Kowalski."
Neutral,0.0772,"00:04:37,278 --> 00:04:38,778","Thank you, Kowalski."
Positive,0.6772,"00:04:37,278 --> 00:04:38,778","Thank you, Kowalski."
Very Positive,0.1984,"00:04:37,278 --> 00:04:38,778","Thank you, Kowalski."
Very Negative,0.0609,"00:04:39,029 --> 00:04:40,447","[MUSIC STOPS]"
Negative,0.3667,"00:04:39,029 --> 00:04:40,447","[MUSIC STOPS]"
Neutral,0.3759,"00:04:39,029 --> 00:04:40,447","[MUSIC STOPS]"
Positive,0.1604,"00:04:39,029 --> 00:04:40,447","[MUSIC STOPS]"
Very Positive,0.0361,"00:04:39,029 --> 00:04:40,447","[MUSIC STOPS]"
Very Negative,0.0132,"00:04:42,241 --> 00:04:43,408","Now, Houston?"
Negative,0.1530,"00:04:42,241 --> 00:04:43,408","Now, Houston?"
Neutral,0.7433,"00:04:42,241 --> 00:04:43,408","Now, Houston?"
Positive,0.0827,"00:04:42,241 --> 00:04:43,408","Now, Houston?"
Very Positive,0.0078,"00:04:42,241 --> 00:04:43,408","Now, Houston?"
Very Negative,0.1691,"00:04:43,659 --> 00:04:45,577","CONTROL: That's a negative."
Negative,0.5440,"00:04:43,659 --> 00:04:45,577","CONTROL: That's a negative."
Neutral,0.2334,"00:04:43,659 --> 00:04:45,577","CONTROL: That's a negative."
Positive,0.0355,"00:04:43,659 --> 00:04:45,577","CONTROL: That's a negative."
Very Positive,0.0180,"00:04:43,659 --> 00:04:45,577","CONTROL: That's a negative."
Very Negative,0.0448,"00:04:45,828 --> 00:04:48,413","Could Houston be misinterpreting the data?"
Negative,0.6237,"00:04:45,828 --> 00:04:48,413","Could Houston be misinterpreting the data?"
Neutral,0.3100,"00:04:45,828 --> 00:04:48,413","Could Houston be misinterpreting the data?"
Positive,0.0175,"00:04:45,828 --> 00:04:48,413","Could Houston be misinterpreting the data?"
Very Positive,0.0040,"00:04:45,828 --> 00:04:48,413","Could Houston be misinterpreting the data?"
Very Negative,0.0948,"00:04:48,664 --> 00:04:51,124","CONTROL: Well, we're not receiving any data."
Negative,0.4588,"00:04:48,664 --> 00:04:51,124","CONTROL: Well, we're not receiving any data."
Neutral,0.3431,"00:04:48,664 --> 00:04:51,124","CONTROL: Well, we're not receiving any data."
Positive,0.0785,"00:04:48,664 --> 00:04:51,124","CONTROL: Well, we're not receiving any data."
Very Positive,0.0247,"00:04:48,664 --> 00:04:51,124","CONTROL: Well, we're not receiving any data."
Very Negative,0.1327,"00:04:51,750 --> 00:04:55,753","Engineering is recommending a vis-check for component damage."
Negative,0.4929,"00:04:51,750 --> 00:04:55,753","Engineering is recommending a vis-check for component damage."
Neutral,0.2261,"00:04:51,750 --> 00:04:55,753","Engineering is recommending a vis-check for component damage."
Positive,0.1043,"00:04:51,750 --> 00:04:55,753","Engineering is recommending a vis-check for component damage."
Very Positive,0.0439,"00:04:51,750 --> 00:04:55,753","Engineering is recommending a vis-check for component damage."
Very Negative,0.0950,"00:04:56,755 --> 00:04:58,715","STONE: Let me see what's going on."
Negative,0.4517,"00:04:56,755 --> 00:04:58,715","STONE: Let me see what's going on."
Neutral,0.2879,"00:04:56,755 --> 00:04:58,715","STONE: Let me see what's going on."
Positive,0.1275,"00:04:56,755 --> 00:04:58,715","STONE: Let me see what's going on."
Very Positive,0.0379,"00:04:56,755 --> 00:04:58,715","STONE: Let me see what's going on."
Very Negative,0.0041,"00:04:59,758 --> 00:05:01,384","What have we got?"
Negative,0.0333,"00:04:59,758 --> 00:05:01,384","What have we got?"
Neutral,0.8795,"00:04:59,758 --> 00:05:01,384","What have we got?"
Positive,0.0777,"00:04:59,758 --> 00:05:01,384","What have we got?"
Very Positive,0.0054,"00:04:59,758 --> 00:05:01,384","What have we got?"
Very Negative,0.0900,"00:05:08,934 --> 00:05:11,644","Visual examination doesn't reveal any damaged components."
Negative,0.5661,"00:05:08,934 --> 00:05:11,644","Visual examination doesn't reveal any damaged components."
Neutral,0.2770,"00:05:08,934 --> 00:05:11,644","Visual examination doesn't reveal any damaged components."
Positive,0.0530,"00:05:08,934 --> 00:05:11,644","Visual examination doesn't reveal any damaged components."
Very Positive,0.0139,"00:05:08,934 --> 00:05:11,644","Visual examination doesn't reveal any damaged components."
Very Negative,0.0657,"00:05:11,896 --> 00:05:14,647","The problem must be originating from the comms panel."
Negative,0.6115,"00:05:11,896 --> 00:05:14,647","The problem must be originating from the comms panel."
Neutral,0.3014,"00:05:11,896 --> 00:05:14,647","The problem must be originating from the comms panel."
Positive,0.0180,"00:05:11,896 --> 00:05:14,647","The problem must be originating from the comms panel."
Very Positive,0.0034,"00:05:11,896 --> 00:05:14,647","The problem must be originating from the comms panel."
Very Negative,0.0853,"00:05:14,899 --> 00:05:17,025","CONTROL: Yeah, that seems to be the case."
Negative,0.3718,"00:05:14,899 --> 00:05:17,025","CONTROL: Yeah, that seems to be the case."
Neutral,0.2804,"00:05:14,899 --> 00:05:17,025","CONTROL: Yeah, that seems to be the case."
